source_key,institution_name,institution_short_name,country_code,region_code,source_name,base_url,listing_url,source_type,adapter_key,crawl_interval_minutes,language_codes,audience_hints,robots_checked_at,robots_status,terms_status,api_docs_url,rss_feed_url,contact_url,enabled,notes,config_json
src-0107,National Managing Authorities,,IE,europe,EU Funds Ireland,https://www.eufunds.ie,https://www.eufunds.ie/,html,src-0107_html_v1,720,en,,2026-06-25,unknown,unknown,,,,true,Official EU national single portal.,"{""coverage_role"": ""primary"", ""funding_scope"": ""ERDF; ESF+; Cohesion Fund; JTF; EMFAF; AMIF; ISF; BMVI"", ""geographic_scope"": ""national"", ""legacy_source_id"": ""SRC-0107"", ""priority"": ""2"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""national_single_portal""}"
src-0108,National Managing Authorities,,IT,europe,OpenCoesione,https://opencoesione.gov.it,https://opencoesione.gov.it/,html,src-0108_html_v1,720,"en,it",,2026-06-25,unknown,unknown,,,,true,Official EU national single portal.,"{""coverage_role"": ""primary"", ""funding_scope"": ""ERDF; ESF+; Cohesion Fund; JTF; EMFAF; AMIF; ISF; BMVI"", ""geographic_scope"": ""national"", ""legacy_source_id"": ""SRC-0108"", ""priority"": ""2"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""national_single_portal""}"
src-0109,National Managing Authorities,,LT,europe,EU Investments Lithuania,https://esinvesticijos.lt,https://esinvesticijos.lt/,html,src-0109_html_v1,720,en,,2026-06-25,unknown,unknown,,,,true,Official EU national single portal.,"{""coverage_role"": ""primary"", ""funding_scope"": ""ERDF; ESF+; Cohesion Fund; JTF; EMFAF; AMIF; ISF; BMVI"", ""geographic_scope"": ""national"", ""legacy_source_id"": ""SRC-0109"", ""priority"": ""2"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""national_single_portal""}"
src-0110,National Managing Authorities,,LU,europe,Fonds Européens,https://fonds-europeens.public.lu,https://fonds-europeens.public.lu/,html,src-0110_html_v1,720,"de,fr",,2026-06-25,unknown,unknown,,,,true,Official EU national single portal.,"{""coverage_role"": ""primary"", ""funding_scope"": ""ERDF; ESF+; Cohesion Fund; JTF; EMFAF; AMIF; ISF; BMVI"", ""geographic_scope"": ""national"", ""legacy_source_id"": ""SRC-0110"", ""priority"": ""2"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""national_single_portal""}"
src-0111,National Managing Authorities,,LV,europe,ES Fondi,https://www.esfondi.lv,https://www.esfondi.lv/,html,src-0111_html_v1,720,en,,2026-06-25,unknown,unknown,,,,true,Official EU national single portal.,"{""coverage_role"": ""primary"", ""funding_scope"": ""ERDF; ESF+; Cohesion Fund; JTF; EMFAF; AMIF; ISF; BMVI"", ""geographic_scope"": ""national"", ""legacy_source_id"": ""SRC-0111"", ""priority"": ""2"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""national_single_portal""}"
src-0112,National Managing Authorities,,MT,europe,Fondi EU,https://fondi.eu,https://fondi.eu/,html,src-0112_html_v1,720,en,,2026-06-25,unknown,unknown,,,,true,Official EU national single portal.,"{""coverage_role"": ""primary"", ""funding_scope"": ""ERDF; ESF+; Cohesion Fund; JTF; EMFAF; AMIF; ISF; BMVI"", ""geographic_scope"": ""national"", ""legacy_source_id"": ""SRC-0112"", ""priority"": ""2"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""national_single_portal""}"
src-0113,National Managing Authorities,,NL,europe,Europa om de Hoek,https://www.europaomdehoek.nl,https://www.europaomdehoek.nl/,html,src-0113_html_v1,720,nl,,2026-06-25,unknown,unknown,,,,true,Official EU national single portal.,"{""coverage_role"": ""primary"", ""funding_scope"": ""ERDF; ESF+; Cohesion Fund; JTF; EMFAF; AMIF; ISF; BMVI"", ""geographic_scope"": ""national"", ""legacy_source_id"": ""SRC-0113"", ""priority"": ""2"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""national_single_portal""}"
src-0114,National Managing Authorities,,PL,europe,Fundusze Europejskie,https://www.funduszeeuropejskie.gov.pl,https://www.funduszeeuropejskie.gov.pl/,html,src-0114_html_v1,720,pl,,2026-06-25,unknown,unknown,,,,true,Official EU national single portal.,"{""coverage_role"": ""primary"", ""funding_scope"": ""ERDF; ESF+; Cohesion Fund; JTF; EMFAF; AMIF; ISF; BMVI"", ""geographic_scope"": ""national"", ""legacy_source_id"": ""SRC-0114"", ""priority"": ""2"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""national_single_portal""}"
src-0115,National Managing Authorities,,PT,europe,Portugal 2030,https://portugal2030.pt,https://portugal2030.pt/,html,src-0115_html_v1,720,pt,,2026-06-25,unknown,unknown,,,,true,Official EU national single portal.,"{""coverage_role"": ""primary"", ""funding_scope"": ""ERDF; ESF+; Cohesion Fund; JTF; EMFAF; AMIF; ISF; BMVI"", ""geographic_scope"": ""national"", ""legacy_source_id"": ""SRC-0115"", ""priority"": ""2"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""national_single_portal""}"
src-0116,National Managing Authorities,,RO,europe,Fonduri UE,https://www.fonduri-ue.ro,https://www.fonduri-ue.ro/,html,src-0116_html_v1,720,en,,2026-06-25,unknown,unknown,,,,true,Official EU national single portal.,"{""coverage_role"": ""primary"", ""funding_scope"": ""ERDF; ESF+; Cohesion Fund; JTF; EMFAF; AMIF; ISF; BMVI"", ""geographic_scope"": ""national"", ""legacy_source_id"": ""SRC-0116"", ""priority"": ""2"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""national_single_portal""}"
src-0117,National Managing Authorities,,SE,europe,EU Fonder,https://eufonder.se,https://eufonder.se/,html,src-0117_html_v1,720,sv,,2026-06-25,unknown,unknown,,,,true,Official EU national single portal.,"{""coverage_role"": ""primary"", ""funding_scope"": ""ERDF; ESF+; Cohesion Fund; JTF; EMFAF; AMIF; ISF; BMVI"", ""geographic_scope"": ""national"", ""legacy_source_id"": ""SRC-0117"", ""priority"": ""2"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""national_single_portal""}"
src-0118,National Managing Authorities,,SI,europe,Evropska Sredstva,https://www.evropskasredstva.si,https://www.evropskasredstva.si/,html,src-0118_html_v1,720,en,,2026-06-25,unknown,unknown,,,,true,Official EU national single portal.,"{""coverage_role"": ""primary"", ""funding_scope"": ""ERDF; ESF+; Cohesion Fund; JTF; EMFAF; AMIF; ISF; BMVI"", ""geographic_scope"": ""national"", ""legacy_source_id"": ""SRC-0118"", ""priority"": ""2"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""national_single_portal""}"
src-0119,National Managing Authorities,,SK,europe,Eurofondy,https://www.eurofondy.gov.sk,https://www.eurofondy.gov.sk/,html,src-0119_html_v1,720,en,,2026-06-25,unknown,unknown,,,,true,Official EU national single portal.,"{""coverage_role"": ""primary"", ""funding_scope"": ""ERDF; ESF+; Cohesion Fund; JTF; EMFAF; AMIF; ISF; BMVI"", ""geographic_scope"": ""national"", ""legacy_source_id"": ""SRC-0119"", ""priority"": ""2"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""national_single_portal""}"
src-0120,UK Research and Innovation,,GB,europe,UKRI Funding Finder,https://www.ukri.org,https://www.ukri.org/opportunity/,html,src-0120_html_v1,720,en,"researcher,sme",2026-06-25,unknown,unknown,,,,true,,"{""coverage_role"": ""primary"", ""funding_scope"": ""Research; innovation; academic-industry"", ""geographic_scope"": ""national"", ""legacy_source_id"": ""SRC-0120"", ""priority"": ""1"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""agency_portal""}"
src-0121,Innovate UK,,GB,europe,Innovation Funding Service,https://apply-for-innovation-funding.service.gov.uk,https://apply-for-innovation-funding.service.gov.uk/competition/search,html,src-0121_html_v1,720,en,sme,2026-06-25,unknown,unknown,,,,true,,"{""coverage_role"": ""primary"", ""funding_scope"": ""Business innovation competitions"", ""geographic_scope"": ""national"", ""legacy_source_id"": ""SRC-0121"", ""priority"": ""1"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""agency_portal""}"
src-0122,German Federal Government,,DE,europe,Förderdatenbank,https://www.foerderdatenbank.de,https://www.foerderdatenbank.de/,html,src-0122_html_v1,720,de,,2026-06-25,unknown,unknown,,,,true,,"{""coverage_role"": ""primary"", ""funding_scope"": ""Federal and regional funding"", ""geographic_scope"": ""national"", ""legacy_source_id"": ""SRC-0122"", ""priority"": ""1"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""agency_portal""}"
src-0123,German Research Foundation,,DE,europe,DFG Funding Opportunities,https://www.dfg.de,https://www.dfg.de/en/research-funding/funding-opportunities,html,src-0123_html_v1,720,"en,de",researcher,2026-06-25,unknown,unknown,,,,true,,"{""coverage_role"": ""primary"", ""funding_scope"": ""Academic research"", ""geographic_scope"": ""national"", ""legacy_source_id"": ""SRC-0123"", ""priority"": ""1"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""agency_portal""}"
src-0124,Agence Nationale de la Recherche,,FR,europe,ANR Calls,https://anr.fr,https://anr.fr/en/call-for-proposals/,html,src-0124_html_v1,720,"en,fr",researcher,2026-06-25,unknown,unknown,,,,true,,"{""coverage_role"": ""primary"", ""funding_scope"": ""Scientific research"", ""geographic_scope"": ""national"", ""legacy_source_id"": ""SRC-0124"", ""priority"": ""1"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""agency_portal""}"
src-0125,Bpifrance,,FR,europe,Bpifrance Calls and Support,https://www.bpifrance.fr,https://www.bpifrance.fr/,html,src-0125_html_v1,720,fr,sme,2026-06-25,unknown,unknown,,,,true,,"{""coverage_role"": ""primary"", ""funding_scope"": ""Business; startup; innovation"", ""geographic_scope"": ""national"", ""legacy_source_id"": ""SRC-0125"", ""priority"": ""1"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""agency_portal""}"
src-0126,Ministry of Universities and Research,,IT,europe,MUR Calls,https://www.mur.gov.it,https://www.mur.gov.it/it/atti-e-normativa/bandi,html,src-0126_html_v1,720,it,researcher,2026-06-25,unknown,unknown,,,,true,,"{""coverage_role"": ""primary"", ""funding_scope"": ""Universities; research"", ""geographic_scope"": ""national"", ""legacy_source_id"": ""SRC-0126"", ""priority"": ""2"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""agency_portal""}"
src-0127,Invitalia,,IT,europe,Invitalia Incentives,https://www.invitalia.it,https://www.invitalia.it/cosa-facciamo/rafforziamo-le-imprese,html,src-0127_html_v1,720,it,,2026-06-25,unknown,unknown,,,,true,,"{""coverage_role"": ""primary"", ""funding_scope"": ""Investment; entrepreneurship"", ""geographic_scope"": ""national"", ""legacy_source_id"": ""SRC-0127"", ""priority"": ""2"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""agency_portal""}"
src-0128,State Research Agency,,ES,europe,AEI Calls,https://www.aei.gob.es,https://www.aei.gob.es/convocatorias,html,src-0128_html_v1,720,es,researcher,2026-06-25,unknown,unknown,,,,true,,"{""coverage_role"": ""primary"", ""funding_scope"": ""Scientific research"", ""geographic_scope"": ""national"", ""legacy_source_id"": ""SRC-0128"", ""priority"": ""1"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""agency_portal""}"
src-0129,CDTI,,ES,europe,CDTI Calls,https://www.cdti.es,https://www.cdti.es/ayudas,html,src-0129_html_v1,720,es,,2026-06-25,unknown,unknown,,,,true,,"{""coverage_role"": ""primary"", ""funding_scope"": ""Industrial R&D; technology"", ""geographic_scope"": ""national"", ""legacy_source_id"": ""SRC-0129"", ""priority"": ""1"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""agency_portal""}"
src-0130,Dutch Research Council,,NL,europe,NWO Funding,https://www.nwo.nl,https://www.nwo.nl/en/funding,html,src-0130_html_v1,720,"en,nl",researcher,2026-06-25,unknown,unknown,,,,true,,"{""coverage_role"": ""primary"", ""funding_scope"": ""Academic research"", ""geographic_scope"": ""national"", ""legacy_source_id"": ""SRC-0130"", ""priority"": ""1"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""agency_portal""}"
src-0131,Netherlands Enterprise Agency,,NL,europe,RVO Subsidies,https://www.rvo.nl,https://www.rvo.nl/subsidies-financiering,html,src-0131_html_v1,720,nl,"sme,environment",2026-06-25,unknown,unknown,,,,true,,"{""coverage_role"": ""primary"", ""funding_scope"": ""Business; energy; environment; innovation"", ""geographic_scope"": ""national"", ""legacy_source_id"": ""SRC-0131"", ""priority"": ""1"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""agency_portal""}"
src-0132,Research Foundation Flanders,,BE,europe,FWO Calls,https://www.fwo.be,https://www.fwo.be/en/fellowships-funding/,html,src-0132_html_v1,720,"en,nl",researcher,2026-06-25,unknown,unknown,,,,true,,"{""coverage_role"": ""primary"", ""funding_scope"": ""Research grants"", ""geographic_scope"": ""national"", ""legacy_source_id"": ""SRC-0132"", ""priority"": ""2"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""agency_portal""}"
src-0133,F.R.S.-FNRS,,BE,europe,FNRS Calls,https://www.frs-fnrs.be,https://www.frs-fnrs.be/en/financements,html,src-0133_html_v1,720,fr,researcher,2026-06-25,unknown,unknown,,,,true,,"{""coverage_role"": ""primary"", ""funding_scope"": ""Research grants"", ""geographic_scope"": ""national"", ""legacy_source_id"": ""SRC-0133"", ""priority"": ""2"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""agency_portal""}"
src-0134,Swiss National Science Foundation,,CH,europe,SNSF Funding,https://www.snf.ch,https://www.snf.ch/en/funding,html,src-0134_html_v1,720,"en,de,fr",researcher,2026-06-25,unknown,unknown,,,,true,,"{""coverage_role"": ""primary"", ""funding_scope"": ""Academic research"", ""geographic_scope"": ""national"", ""legacy_source_id"": ""SRC-0134"", ""priority"": ""1"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""agency_portal""}"
src-0135,Innosuisse,,CH,europe,Innosuisse Funding,https://www.innosuisse.admin.ch,https://www.innosuisse.admin.ch/en/funding,html,src-0135_html_v1,720,"en,de,fr,it",sme,2026-06-25,unknown,unknown,,,,true,,"{""coverage_role"": ""primary"", ""funding_scope"": ""Innovation; technology transfer"", ""geographic_scope"": ""national"", ""legacy_source_id"": ""SRC-0135"", ""priority"": ""1"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""agency_portal""}"
src-0136,Austrian Science Fund,,AT,europe,FWF Funding,https://www.fwf.ac.at,https://www.fwf.ac.at/en/funding,html,src-0136_html_v1,720,"en,de",researcher,2026-06-25,unknown,unknown,,,,true,,"{""coverage_role"": ""primary"", ""funding_scope"": ""Academic research"", ""geographic_scope"": ""national"", ""legacy_source_id"": ""SRC-0136"", ""priority"": ""1"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""agency_portal""}"
src-0137,Austrian Research Promotion Agency,,AT,europe,FFG Calls,https://www.ffg.at,https://www.ffg.at/en/calls,html,src-0137_html_v1,720,"en,de",sme,2026-06-25,unknown,unknown,,,,true,,"{""coverage_role"": ""primary"", ""funding_scope"": ""Industrial R&D; innovation"", ""geographic_scope"": ""national"", ""legacy_source_id"": ""SRC-0137"", ""priority"": ""1"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""agency_portal""}"
src-0138,Vinnova,,SE,europe,Vinnova Calls,https://www.vinnova.se,https://www.vinnova.se/en/calls-for-proposals/,html,src-0138_html_v1,720,"en,sv",sme,2026-06-25,unknown,unknown,,,,true,,"{""coverage_role"": ""primary"", ""funding_scope"": ""Innovation; industrial projects"", ""geographic_scope"": ""national"", ""legacy_source_id"": ""SRC-0138"", ""priority"": ""1"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""agency_portal""}"
src-0139,Swedish Research Council,,SE,europe,Current Calls,https://www.vr.se,https://www.vr.se/english/applying-for-funding/calls.html,html,src-0139_html_v1,720,"en,sv",researcher,2026-06-25,unknown,unknown,,,,true,,"{""coverage_role"": ""primary"", ""funding_scope"": ""Academic research"", ""geographic_scope"": ""national"", ""legacy_source_id"": ""SRC-0139"", ""priority"": ""1"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""agency_portal""}"
src-0140,Research Council of Norway,,NO,europe,Calls for Proposals,https://www.forskningsradet.no,https://www.forskningsradet.no/en/call-for-proposals/,html,src-0140_html_v1,720,"en,no",sme,2026-06-25,unknown,unknown,,,,true,,"{""coverage_role"": ""primary"", ""funding_scope"": ""Science; technology; innovation"", ""geographic_scope"": ""national"", ""legacy_source_id"": ""SRC-0140"", ""priority"": ""1"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""agency_portal""}"
src-0141,Innovation Norway,,NO,europe,Grants and Financing,https://www.innovasjonnorge.no,https://www.innovasjonnorge.no/en/services,html,src-0141_html_v1,720,"en,no",,2026-06-25,unknown,unknown,,,,true,,"{""coverage_role"": ""primary"", ""funding_scope"": ""Business; entrepreneurship"", ""geographic_scope"": ""national"", ""legacy_source_id"": ""SRC-0141"", ""priority"": ""1"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""agency_portal""}"
src-0142,Research Council of Finland,,FI,europe,Calls for Applications,https://www.aka.fi,https://www.aka.fi/en/research-funding/apply-for-funding/calls-for-applications/,html,src-0142_html_v1,720,"en,fi",researcher,2026-06-25,unknown,unknown,,,,true,,"{""coverage_role"": ""primary"", ""funding_scope"": ""Academic research"", ""geographic_scope"": ""national"", ""legacy_source_id"": ""SRC-0142"", ""priority"": ""1"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""agency_portal""}"
src-0143,Business Finland,,FI,europe,Funding Services,https://www.businessfinland.fi,https://www.businessfinland.fi/en/for-finnish-customers/services/funding,html,src-0143_html_v1,720,"en,fi",,2026-06-25,unknown,unknown,,,,true,,"{""coverage_role"": ""primary"", ""funding_scope"": ""Business R&D; internationalisation"", ""geographic_scope"": ""national"", ""legacy_source_id"": ""SRC-0143"", ""priority"": ""1"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""agency_portal""}"
src-0144,Innovation Fund Denmark,,DK,europe,Funding Opportunities,https://innovationsfonden.dk,https://innovationsfonden.dk/en/programmes,html,src-0144_html_v1,720,"en,da","researcher,sme",2026-06-25,unknown,unknown,,,,true,,"{""coverage_role"": ""primary"", ""funding_scope"": ""Research; technology; innovation"", ""geographic_scope"": ""national"", ""legacy_source_id"": ""SRC-0144"", ""priority"": ""2"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""agency_portal""}"
src-0145,Research Ireland,,IE,europe,Funding,https://www.researchireland.ie,https://www.researchireland.ie/funding/,html,src-0145_html_v1,720,en,"researcher,sme",2026-06-25,unknown,unknown,,,,true,,"{""coverage_role"": ""primary"", ""funding_scope"": ""Research and innovation"", ""geographic_scope"": ""national"", ""legacy_source_id"": ""SRC-0145"", ""priority"": ""2"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""agency_portal""}"
src-0146,Enterprise Ireland,,IE,europe,Funding Supports,https://www.enterprise-ireland.com,https://www.enterprise-ireland.com/en/supports,html,src-0146_html_v1,720,en,,2026-06-25,unknown,unknown,,,,true,,"{""coverage_role"": ""primary"", ""funding_scope"": ""Business; entrepreneurship"", ""geographic_scope"": ""national"", ""legacy_source_id"": ""SRC-0146"", ""priority"": ""2"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""agency_portal""}"
src-0147,National Science Centre,,PL,europe,NCN Calls,https://www.ncn.gov.pl,https://www.ncn.gov.pl/ogloszenia/konkursy,html,src-0147_html_v1,720,"en,pl",researcher,2026-06-25,unknown,unknown,,,,true,,"{""coverage_role"": ""primary"", ""funding_scope"": ""Basic research"", ""geographic_scope"": ""national"", ""legacy_source_id"": ""SRC-0147"", ""priority"": ""2"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""agency_portal""}"
src-0148,National Centre for Research and Development,,PL,europe,NCBR Calls,https://www.gov.pl,https://www.gov.pl/web/ncbr/aktualne-konkursy,html,src-0148_html_v1,720,pl,,2026-06-25,unknown,unknown,,,,true,,"{""coverage_role"": ""primary"", ""funding_scope"": ""Applied R&D; industry"", ""geographic_scope"": ""national"", ""legacy_source_id"": ""SRC-0148"", ""priority"": ""2"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""agency_portal""}"
src-0149,Czech Science Foundation,,CZ,europe,GAČR Calls,https://gacr.cz,https://gacr.cz/en/,html,src-0149_html_v1,720,en,researcher,2026-06-25,unknown,unknown,,,,true,,"{""coverage_role"": ""primary"", ""funding_scope"": ""Academic research"", ""geographic_scope"": ""national"", ""legacy_source_id"": ""SRC-0149"", ""priority"": ""2"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""agency_portal""}"
src-0150,Technology Agency of the Czech Republic,,CZ,europe,TAČR Calls,https://www.tacr.cz,https://www.tacr.cz/en/,html,src-0150_html_v1,720,en,researcher,2026-06-25,unknown,unknown,,,,true,,"{""coverage_role"": ""primary"", ""funding_scope"": ""Applied research; technology"", ""geographic_scope"": ""national"", ""legacy_source_id"": ""SRC-0150"", ""priority"": ""2"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""agency_portal""}"
src-0151,Foundation for Science and Technology,,PT,europe,FCT Calls,https://www.fct.pt,https://www.fct.pt/en/concursos/,html,src-0151_html_v1,720,"en,pt",researcher,2026-06-25,unknown,unknown,,,,true,,"{""coverage_role"": ""primary"", ""funding_scope"": ""Research; scholarships; infrastructure"", ""geographic_scope"": ""national"", ""legacy_source_id"": ""SRC-0151"", ""priority"": ""2"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""agency_portal""}"
src-0152,Hellenic Foundation for Research and Innovation,,GR,europe,HFRI Calls,https://www.elidek.gr,https://www.elidek.gr/en/calls/,html,src-0152_html_v1,720,"en,el",researcher,2026-06-25,unknown,unknown,,,,true,,"{""coverage_role"": ""primary"", ""funding_scope"": ""Academic research"", ""geographic_scope"": ""national"", ""legacy_source_id"": ""SRC-0152"", ""priority"": ""2"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""agency_portal""}"
src-0153,UEFISCDI,,RO,europe,Competitions,https://uefiscdi.gov.ro,https://uefiscdi.gov.ro/competitii,html,src-0153_html_v1,720,en,"researcher,sme,education",2026-06-25,unknown,unknown,,,,true,,"{""coverage_role"": ""primary"", ""funding_scope"": ""Research; innovation; higher education"", ""geographic_scope"": ""national"", ""legacy_source_id"": ""SRC-0153"", ""priority"": ""2"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""agency_portal""}"
src-0154,National Research Development and Innovation Office,,HU,europe,NKFIH Calls,https://nkfih.gov.hu,https://nkfih.gov.hu/english/open-calls,html,src-0154_html_v1,720,en,sme,2026-06-25,unknown,unknown,,,,true,,"{""coverage_role"": ""primary"", ""funding_scope"": ""R&D and innovation"", ""geographic_scope"": ""national"", ""legacy_source_id"": ""SRC-0154"", ""priority"": ""2"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""agency_portal""}"
src-0155,Estonian Research Council,,EE,europe,Calls,https://etag.ee,https://etag.ee/en/funding/,html,src-0155_html_v1,720,en,researcher,2026-06-25,unknown,unknown,,,,true,,"{""coverage_role"": ""primary"", ""funding_scope"": ""Academic research"", ""geographic_scope"": ""national"", ""legacy_source_id"": ""SRC-0155"", ""priority"": ""2"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""agency_portal""}"
src-0156,Research Council of Lithuania,,LT,europe,Calls,https://lmt.lrv.lt,https://lmt.lrv.lt/en/calls-for-proposals/,html,src-0156_html_v1,720,en,researcher,2026-06-25,unknown,unknown,,,,true,,"{""coverage_role"": ""primary"", ""funding_scope"": ""Academic research"", ""geographic_scope"": ""national"", ""legacy_source_id"": ""SRC-0156"", ""priority"": ""2"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""agency_portal""}"
src-0157,Slovenian Research and Innovation Agency,,SI,europe,ARIS Calls,https://www.aris-rs.si,https://www.aris-rs.si/en/,html,src-0157_html_v1,720,en,"researcher,sme",2026-06-25,unknown,unknown,,,,true,,"{""coverage_role"": ""primary"", ""funding_scope"": ""Research and innovation"", ""geographic_scope"": ""national"", ""legacy_source_id"": ""SRC-0157"", ""priority"": ""2"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""agency_portal""}"
src-0158,Croatian Science Foundation,,HR,europe,Open Calls,https://hrzz.hr,https://hrzz.hr/en/open-calls/,html,src-0158_html_v1,720,en,researcher,2026-06-25,unknown,unknown,,,,true,,"{""coverage_role"": ""primary"", ""funding_scope"": ""Academic research"", ""geographic_scope"": ""national"", ""legacy_source_id"": ""SRC-0158"", ""priority"": ""2"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""agency_portal""}"
src-0159,Science Fund of Serbia,,RS,europe,Open Calls,https://fondzanauku.gov.rs,https://fondzanauku.gov.rs/open-calls/,html,src-0159_html_v1,720,en,researcher,2026-06-25,unknown,unknown,,,,true,,"{""coverage_role"": ""primary"", ""funding_scope"": ""Scientific research"", ""geographic_scope"": ""national"", ""legacy_source_id"": ""SRC-0159"", ""priority"": ""2"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""agency_portal""}"
src-0160,National Research Foundation of Ukraine,,UA,europe,Competitions,https://nrfu.org.ua,https://nrfu.org.ua/en/competitions/,html,src-0160_html_v1,720,"en,uk","researcher,sme",2026-06-25,unknown,unknown,,,,true,,"{""coverage_role"": ""primary"", ""funding_scope"": ""Research and innovation"", ""geographic_scope"": ""national"", ""legacy_source_id"": ""SRC-0160"", ""priority"": ""2"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""agency_portal""}"
src-0161,Shota Rustaveli National Science Foundation,,GE,europe,Calls,https://rustaveli.org.ge,https://rustaveli.org.ge/eng/,html,src-0161_html_v1,720,en,researcher,2026-06-25,unknown,unknown,,,,true,,"{""coverage_role"": ""primary"", ""funding_scope"": ""Scientific research"", ""geographic_scope"": ""national"", ""legacy_source_id"": ""SRC-0161"", ""priority"": ""2"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""agency_portal""}"
src-0162,Grants.gov,,US,north_america,Search Grants,https://www.grants.gov,https://www.grants.gov/search-grants.html,html,src-0162_html_v1,180,en,,2026-06-25,unknown,unknown,,,,true,,"{""coverage_role"": ""primary"", ""funding_scope"": ""US federal grants"", ""geographic_scope"": ""national"", ""legacy_source_id"": ""SRC-0162"", ""priority"": ""1"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""central_portal""}"
src-0163,National Institutes of Health,,US,north_america,NIH Grants and Funding,https://grants.nih.gov,https://grants.nih.gov/funding/index.htm,html,src-0163_html_v1,360,en,researcher,2026-06-25,unknown,unknown,,,,true,,"{""coverage_role"": ""primary"", ""funding_scope"": ""Biomedical and health research"", ""geographic_scope"": ""national"", ""legacy_source_id"": ""SRC-0163"", ""priority"": ""1"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""agency_portal""}"
src-0164,National Science Foundation,,US,north_america,NSF Funding Search,https://www.nsf.gov,https://www.nsf.gov/funding,html,src-0164_html_v1,360,en,education,2026-06-25,unknown,unknown,,,,true,,"{""coverage_role"": ""primary"", ""funding_scope"": ""Science; engineering; education"", ""geographic_scope"": ""national"", ""legacy_source_id"": ""SRC-0164"", ""priority"": ""1"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""agency_portal""}"
